species,taxon,studytype,temporal.repl,spatial.repl,id.repl,traitclass,traitname,ntraits,fit.comp,nfit.measures,fitness.measure,beta,se.beta,s,se.s,N,sex.or.group,authors,year,journal,vol:p-p,id.study,
Cypripedium acaule,plant,L,1,2,2,MO,labellum width,7,F,3,male pollination success (# pollinia removed),NA,NA,0.24,NA,245,A,O'Connell and Johnston,1998,Ecology,79:1246-1260,klw06,
Cypripedium acaule,plant,L,1,2,2,MO,labellum length,7,F,3,male pollination success (# pollinia removed),0.25,NA,0.3,NA,248,A,O'Connell and Johnston,1998,Ecology,79:1246-1260,klw06,
Cypripedium acaule,plant,L,1,2,2,MO,labellum frontal area (L*W)/2,7,F,3,male pollination success (# pollinia removed),NA,NA,0.32,NA,245,A,O'Connell and Johnston,1998,Ecology,79:1246-1260,klw06,
Cypripedium acaule,plant,L,1,2,2,MO,length of longest leaf,7,F,3,male pollination success (# pollinia removed),NA,NA,0.11,NA,239,A,O'Connell and Johnston,1998,Ecology,79:1246-1260,klw06,
Cypripedium acaule,plant,L,1,2,2,LH,flower opening date,7,F,3,female pollination success (# pollinia deposited),-0.39,NA,-0.38,NA,248,A,O'Connell and Johnston,1998,Ecology,79:1246-1260,klw06,
Cypripedium acaule,plant,L,1,2,2,MO,stalk length,7,F,3,female pollination success (# pollinia deposited),NA,NA,0.2,NA,248,A,O'Connell and Johnston,1998,Ecology,79:1246-1260,klw06,
Cypripedium acaule,plant,L,1,2,2,MO,flower height,7,F,3,female pollination success (# pollinia deposited),0.31,NA,0.25,NA,248,A,O'Connell and Johnston,1998,Ecology,79:1246-1260,klw06,
Cypripedium acaule,plant,L,1,2,2,MO,labellum width,7,F,3,female pollination success (# pollinia deposited),NA,NA,0.06,NA,245,A,O'Connell and Johnston,1998,Ecology,79:1246-1260,klw06,
Cypripedium acaule,plant,L,1,2,2,MO,labellum length,7,F,3,female pollination success (# pollinia deposited),-0.1,NA,0.05,NA,248,A,O'Connell and Johnston,1998,Ecology,79:1246-1260,klw06,
Cypripedium acaule,plant,L,1,2,2,MO,labellum frontal area (L*W)/2,7,F,3,female pollination success (# pollinia deposited),NA,NA,0.13,NA,245,A,O'Connell and Johnston,1998,Ecology,79:1246-1260,klw06,
Cypripedium acaule,plant,L,1,2,2,MO,length of longest leaf,7,F,3,female pollination success (# pollinia deposited),NA,NA,0.1,NA,239,A,O'Connell and Johnston,1998,Ecology,79:1246-1260,klw06,
Cypripedium acaule,plant,L,1,2,2,LH,flower opening date,7,F,3,total pollination success ((male success + female success)/2),-0.32,NA,-0.31,NA,248,A,O'Connell and Johnston,1998,Ecology,79:1246-1260,klw06,
Cypripedium acaule,plant,L,1,2,2,MO,stalk length,7,F,3,total pollination success ((male success + female success)/2),NA,NA,0.19,NA,248,A,O'Connell and Johnston,1998,Ecology,79:1246-1260,klw06,
Cypripedium acaule,plant,L,1,2,2,MO,flower height,7,F,3,total pollination success ((male success + female success)/2),0.21,NA,0.24,NA,248,A,O'Connell and Johnston,1998,Ecology,79:1246-1260,klw06,
Cypripedium acaule,plant,L,1,2,2,MO,labellum width,7,F,3,total pollination success ((male success + female success)/2),NA,NA,0.15,NA,245,A,O'Connell and Johnston,1998,Ecology,79:1246-1260,klw06,
Cypripedium acaule,plant,L,1,2,2,MO,labellum length,7,F,3,total pollination success ((male success + female success)/2),0.07,NA,0.18,NA,248,A,O'Connell and Johnston,1998,Ecology,79:1246-1260,klw06,
Cypripedium acaule,plant,L,1,2,2,MO,labellum frontal area (L*W)/2,7,F,3,total pollination success ((male success + female success)/2),NA,NA,0.22,NA,245,A,O'Connell and Johnston,1998,Ecology,79:1246-1260,klw06,
Cypripedium acaule,plant,L,1,2,2,MO,length of longest leaf,7,F,3,total pollination success ((male success + female success)/2),NA,NA,0.1,NA,239,A,O'Connell and Johnston,1998,Ecology,79:1246-1260,klw06,
Ficedula hypoleuca,vert,L,5,2,c,MO,tarsus length,1,S,3,survival,NA,NA,0.043,NA,1705,A,Alatalo and Lundberg,1986,Evolution,40:574-583,kmk01,
Ficedula hypoleuca,vert,L,5,2,c,MO,tarsus length,1,M,3,male mating success,NA,NA,-0.008,NA,641,M,Alatalo and Lundberg,1986,Evolution,40:574-583,kmk01,
Ficedula hypoleuca,vert,L,5,2,c,MO,tarsus length,1,M,3,female mating success,NA,NA,0.009,NA,713,F,Alatalo and Lundberg,1986,Evolution,40:574-583,kmk01,
Collinsia verna,plant,L,2,3,1,LH,timing of germination,1,S,3,winter survivorship,-0.081,NA,-0.103,NA,2302,A,Kalisz,1986,Evolution,40:479-491,kmk03,
Collinsia verna,plant,L,2,3,1,LH,timing of germination,1,S,3,spring survivorship,-0.005,NA,-0.006,NA,1730,A,Kalisz,1986,Evolution,40:479-491,kmk03,
Collinsia verna,plant,L,2,3,1,LH,timing of germination,1,F,3,fruit production,-0.115,NA,-0.15,NA,1599,A,Kalisz,1986,Evolution,40:479-491,kmk03,
Collinsia verna,plant,L,2,3,2,LH,timing of germination,1,S,3,winter survivorship,-0.076,NA,-0.094,NA,2133,A,Kalisz,1986,Evolution,40:479-491,kmk03,
Collinsia verna,plant,L,2,3,2,LH,timing of germination,1,S,3,spring survivorship,0.17,NA,0.212,NA,1614,A,Kalisz,1986,Evolution,40:479-491,kmk03,
Collinsia verna,plant,L,2,3,2,LH,timing of germination,1,F,3,fruit production,-0.308,NA,-0.374,NA,590,A,Kalisz,1986,Evolution,40:479-491,kmk03,
Collinsia verna,plant,L,2,3,3,LH,timing of germination,1,S,3,winter survivorship,-0.042,NA,-0.051,NA,1148,A,Kalisz,1986,Evolution,40:479-491,kmk03,
Collinsia verna,plant,L,2,3,3,LH,timing of germination,1,S,3,spring survivorship,-0.095,NA,-0.114,NA,980,A,Kalisz,1986,Evolution,40:479-491,kmk03,
Collinsia verna,plant,L,2,3,3,LH,timing of germination,1,F,3,fruit production,-0.19,NA,-0.224,NA,391,A,Kalisz,1986,Evolution,40:479-491,kmk03,
Collinsia verna,plant,L,2,3,4,LH,timing of germination,1,S,3,winter survivorship,0.026,NA,0.06,NA,2861,A,Kalisz,1986,Evolution,40:479-491,kmk03,
Collinsia verna,plant,L,2,3,4,LH,timing of germination,1,S,3,spring survivorship,0.026,NA,-0.062,NA,1199,A,Kalisz,1986,Evolution,40:479-491,kmk03,
Collinsia verna,plant,L,2,3,4,LH,timing of germination,1,F,3,fruit production,-0.108,NA,-0.264,NA,885,A,Kalisz,1986,Evolution,40:479-491,kmk03,
Collinsia verna,plant,L,2,3,5,LH,timing of germination,1,S,3,winter survivorship,0.011,NA,0.023,NA,3474,A,Kalisz,1986,Evolution,40:479-491,kmk03,
Collinsia verna,plant,L,2,3,5,LH,timing of germination,1,S,3,spring survivorship,-0.021,NA,-0.044,NA,1508,A,Kalisz,1986,Evolution,40:479-491,kmk03,
Collinsia verna,plant,L,2,3,5,LH,timing of germination,1,F,3,fruit production,-0.106,NA,-0.234,NA,913,A,Kalisz,1986,Evolution,40:479-491,kmk03,
Collinsia verna,plant,L,2,3,6,LH,timing of germination,1,S,3,winter survivorship,-0.013,NA,-0.035,NA,1753,A,Kalisz,1986,Evolution,40:479-491,kmk03,
Collinsia verna,plant,L,2,3,6,LH,timing of germination,1,S,3,spring survivorship,0.003,NA,0.008,NA,861,A,Kalisz,1986,Evolution,40:479-491,kmk03,
Collinsia verna,plant,L,2,3,6,LH,timing of germination,1,F,3,fruit production,-0.046,NA,-0.032,NA,642,A,Kalisz,1986,Evolution,40:479-491,kmk03,
Collinsia verna,plant,L,2,3,7,LH,timing of germination,1,S,3,winter survivorship,-0.062,NA,-0.08,NA,5583,A,Kalisz,1986,Evolution,40:479-491,kmk03,
Collinsia verna,plant,L,2,3,7,LH,timing of germination,1,S,3,spring survivorship,0.045,NA,0.057,NA,4324,A,Kalisz,1986,Evolution,40:479-491,kmk03,
Collinsia verna,plant,L,2,3,7,LH,timing of germination,1,F,3,fruit production,-0.179,NA,-0.233,NA,2580,A,Kalisz,1986,Evolution,40:479-491,kmk03,
Collinsia verna,plant,L,2,3,8,LH,timing of germination,1,S,3,winter survivorship,0.012,NA,0.027,NA,8088,A,Kalisz,1986,Evolution,40:479-491,kmk03,
Collinsia verna,plant,L,2,3,8,LH,timing of germination,1,S,3,spring survivorship,0.01,NA,-0.024,NA,3568,A,Kalisz,1986,Evolution,40:479-491,kmk03,
Collinsia verna,plant,L,2,3,8,LH,timing of germination,1,F,3,fruit production,-0.101,NA,-0.221,NA,2440,A,Kalisz,1986,Evolution,40:479-491,kmk03,
Pyrenestes ostrinus,vert,L,1,1,1,MO,weight,7,S,1,survival,-0.14,0.22,-0.02,NA,734,"juvenile, small",Smith,1990,Evolution,44(4):832-842,MCS01,
Pyrenestes ostrinus,vert,L,1,1,1,MO,wing length,7,S,1,survival,-0.35,0.2,-0.05,NA,734,"juvenile, small",Smith,1990,Evolution,44(4):832-842,MCS01,
Pyrenestes ostrinus,vert,L,1,1,1,MO,lower bill width,7,S,1,survival,0.59,0.27,0.05,NA,734,"juvenile, small",Smith,1990,Evolution,44(4):832-842,MCS01,
Pyrenestes ostrinus,vert,L,1,1,1,MO,upper bill width,7,S,1,survival,-0.03,0.22,0.01,NA,734,"juvenile, small",Smith,1990,Evolution,44(4):832-842,MCS01,
Pyrenestes ostrinus,vert,L,1,1,1,MO,upper bill length,7,S,1,survival,0.99,0.36,0.05,NA,734,"juvenile, small",Smith,1990,Evolution,44(4):832-842,MCS01,
Pyrenestes ostrinus,vert,L,1,1,1,MO,lower bill length,7,S,1,survival,-0.94,0.36,-0.02,NA,734,"juvenile, small",Smith,1990,Evolution,44(4):832-842,MCS01,
Pyrenestes ostrinus,vert,L,1,1,1,MO,upper bill depth,7,S,1,survival,-0.36,0.25,-0.02,NA,734,"juvenile, small",Smith,1990,Evolution,44(4):832-842,MCS01,
Pyrenestes ostrinus,vert,L,1,1,1,PC,PC1 (MO),7,S,1,survival,NA,NA,-0.09,NA,734,"juvenile, small",Smith,1990,Evolution,44(4):832-842,MCS01,
Pyrenestes ostrinus,vert,L,1,1,1,PC,PC2 (MO),7,S,1,survival,NA,NA,-0.21,NA,734,"juvenile, small",Smith,1990,Evolution,44(4):832-842,MCS01,
Pyrenestes ostrinus,vert,L,1,1,1,MO,weight,7,S,1,survival,NA,5.36,0.16,NA,734,"juvenile, large",Smith,1990,Evolution,44(4):832-842,MCS01,
Pyrenestes ostrinus,vert,L,1,1,1,MO,wing length,7,S,1,survival,0.34,0.37,0.07,NA,734,"juvenile, large",Smith,1990,Evolution,44(4):832-842,MCS01,
Pyrenestes ostrinus,vert,L,1,1,1,MO,lower bill width,7,S,1,survival,-0.34,0.6,0.01,NA,734,"juvenile, large",Smith,1990,Evolution,44(4):832-842,MCS01,
Pyrenestes ostrinus,vert,L,1,1,1,MO,upper bill width,7,S,1,survival,-0.44,0.4,-0.44,NA,734,"juvenile, large",Smith,1990,Evolution,44(4):832-842,MCS01,
Pyrenestes ostrinus,vert,L,1,1,1,MO,upper bill length,7,S,1,survival,0.16,0.48,-0.43,NA,734,"juvenile, large",Smith,1990,Evolution,44(4):832-842,MCS01,
Pyrenestes ostrinus,vert,L,1,1,1,MO,lower bill length,7,S,1,survival,-0.68,0.51,-0.33,NA,734,"juvenile, large",Smith,1990,Evolution,44(4):832-842,MCS01,
Pyrenestes ostrinus,vert,L,1,1,1,MO,upper bill depth,7,S,1,survival,-0.59,0.39,-0.45,NA,734,"juvenile, large",Smith,1990,Evolution,44(4):832-842,MCS01,
Pyrenestes ostrinus,vert,L,1,1,1,PC,PC1 (MO),7,S,1,survival,NA,NA,0.01,NA,734,"juvenile, large",Smith,1990,Evolution,44(4):832-842,MCS01,
Pyrenestes ostrinus,vert,L,1,1,1,PC,PC2 (MO),7,S,1,survival,NA,NA,0.03,NA,734,"juvenile, large",Smith,1990,Evolution,44(4):832-842,MCS01,
Pyrenestes ostrinus,vert,L,1,1,1,MO,weight,7,S,1,survival,0.05,0.14,-0.02,NA,734,"female, small",Smith,1990,Evolution,44(4):832-842,MCS01,
Pyrenestes ostrinus,vert,L,1,1,1,MO,wing length,7,S,1,survival,0.01,0.13,0.06,NA,734,"female, small",Smith,1990,Evolution,44(4):832-842,MCS01,
Pyrenestes ostrinus,vert,L,1,1,1,MO,lower bill width,7,S,1,survival,0.22,0.16,0.06,NA,734,"female, small",Smith,1990,Evolution,44(4):832-842,MCS01,
Pyrenestes ostrinus,vert,L,1,1,1,MO,upper bill width,7,S,1,survival,-0.55,0.16,-0.39,NA,734,"female, small",Smith,1990,Evolution,44(4):832-842,MCS01,
Pyrenestes ostrinus,vert,L,1,1,1,MO,upper bill length,7,S,1,survival,0.2,0.17,0.19,NA,734,"female, small",Smith,1990,Evolution,44(4):832-842,MCS01,
Pyrenestes ostrinus,vert,L,1,1,1,MO,lower bill length,7,S,1,survival,0.06,0.16,0.1,NA,734,"female, small",Smith,1990,Evolution,44(4):832-842,MCS01,
Pyrenestes ostrinus,vert,L,1,1,1,MO,upper bill depth,7,S,1,survival,-0.05,0.15,-0.09,NA,734,"female, small",Smith,1990,Evolution,44(4):832-842,MCS01,
Pyrenestes ostrinus,vert,L,1,1,1,PC,PC1 (MO),7,S,1,survival,NA,NA,-0.03,NA,734,"female, small",Smith,1990,Evolution,44(4):832-842,MCS01,
Pyrenestes ostrinus,vert,L,1,1,1,PC,PC2 (MO),7,S,1,survival,NA,NA,-0.05,NA,734,"female, small",Smith,1990,Evolution,44(4):832-842,MCS01,
Pyrenestes ostrinus,vert,L,1,1,1,MO,weight,7,S,1,survival,-0.19,0.03,-0.04,NA,734,"female, large",Smith,1990,Evolution,44(4):832-842,MCS01,
Pyrenestes ostrinus,vert,L,1,1,1,MO,wing length,7,S,1,survival,-0.34,0.24,-0.09,NA,734,"female, large",Smith,1990,Evolution,44(4):832-842,MCS01,
Pyrenestes ostrinus,vert,L,1,1,1,MO,lower bill width,7,S,1,survival,0.02,0.4,-0.04,NA,734,"female, large",Smith,1990,Evolution,44(4):832-842,MCS01,
Pyrenestes ostrinus,vert,L,1,1,1,MO,upper bill width,7,S,1,survival,0.34,0.31,-0.01,NA,734,"female, large",Smith,1990,Evolution,44(4):832-842,MCS01,
Pyrenestes ostrinus,vert,L,1,1,1,MO,upper bill length,7,S,1,survival,0.87,0.35,0.04,NA,734,"female, large",Smith,1990,Evolution,44(4):832-842,MCS01,
Pyrenestes ostrinus,vert,L,1,1,1,MO,lower bill length,7,S,1,survival,-0.65,0.3,-0.08,NA,734,"female, large",Smith,1990,Evolution,44(4):832-842,MCS01,
Pyrenestes ostrinus,vert,L,1,1,1,MO,upper bill depth,7,S,1,survival,-0.51,0.33,-0.05,NA,734,"female, large",Smith,1990,Evolution,44(4):832-842,MCS01,
Pyrenestes ostrinus,vert,L,1,1,1,PC,PC1 (MO),7,S,1,survival,NA,NA,-0.12,NA,734,"female, large",Smith,1990,Evolution,44(4):832-842,MCS01,
Pyrenestes ostrinus,vert,L,1,1,1,PC,PC2 (MO),7,S,1,survival,NA,NA,-0.28,NA,734,"female, large",Smith,1990,Evolution,44(4):832-842,MCS01,
Pyrenestes ostrinus,vert,L,1,1,1,MO,weight,7,S,1,survival,0.16,0.13,0.19,NA,734,"male, small",Smith,1990,Evolution,44(4):832-842,MCS01,
Pyrenestes ostrinus,vert,L,1,1,1,MO,wing length,7,S,1,survival,0.08,0.12,0.16,NA,734,"male, small",Smith,1990,Evolution,44(4):832-842,MCS01,
Pyrenestes ostrinus,vert,L,1,1,1,MO,lower bill width,7,S,1,survival,0.18,0.15,0.16,NA,734,"male, small",Smith,1990,Evolution,44(4):832-842,MCS01,
Pyrenestes ostrinus,vert,L,1,1,1,MO,upper bill width,7,S,1,survival,-0.33,0.13,-0.21,NA,734,"male, small",Smith,1990,Evolution,44(4):832-842,MCS01,
Pyrenestes ostrinus,vert,L,1,1,1,MO,upper bill length,7,S,1,survival,0.24,0.16,0.08,NA,734,"male, small",Smith,1990,Evolution,44(4):832-842,MCS01,
Pyrenestes ostrinus,vert,L,1,1,1,MO,lower bill length,7,S,1,survival,-0.4,0.16,-0.18,NA,734,"male, small",Smith,1990,Evolution,44(4):832-842,MCS01,
Pyrenestes ostrinus,vert,L,1,1,1,MO,upper bill depth,7,S,1,survival,0.18,0.14,0.1,NA,734,"male, small",Smith,1990,Evolution,44(4):832-842,MCS01,
Pyrenestes ostrinus,vert,L,1,1,1,PC,PC1 (MO),7,S,1,survival,NA,NA,0.2,NA,734,"male, small",Smith,1990,Evolution,44(4):832-842,MCS01,
Pyrenestes ostrinus,vert,L,1,1,1,PC,PC2 (MO),7,S,1,survival,NA,NA,0.12,NA,734,"male, small",Smith,1990,Evolution,44(4):832-842,MCS01,
Pyrenestes ostrinus,vert,L,1,1,1,MO,weight,7,S,1,survival,0.27,0.31,-0.01,NA,734,"male, large",Smith,1990,Evolution,44(4):832-842,MCS01,
Pyrenestes ostrinus,vert,L,1,1,1,MO,wing length,7,S,1,survival,-0.09,0.23,-0.1,NA,734,"male, large",Smith,1990,Evolution,44(4):832-842,MCS01,
Pyrenestes ostrinus,vert,L,1,1,1,MO,lower bill width,7,S,1,survival,-0.59,0.34,-0.24,NA,734,"male, large",Smith,1990,Evolution,44(4):832-842,MCS01,
Pyrenestes ostrinus,vert,L,1,1,1,MO,upper bill width,7,S,1,survival,-0.12,0.28,-0.04,NA,734,"male, large",Smith,1990,Evolution,44(4):832-842,MCS01,
Pyrenestes ostrinus,vert,L,1,1,1,MO,upper bill length,7,S,1,survival,-0.18,0.32,-0.06,NA,734,"male, large",Smith,1990,Evolution,44(4):832-842,MCS01,
Pyrenestes ostrinus,vert,L,1,1,1,MO,lower bill length,7,S,1,survival,0.42,0.37,0.07,NA,734,"male, large",Smith,1990,Evolution,44(4):832-842,MCS01,
Pyrenestes ostrinus,vert,L,1,1,1,MO,upper bill depth,7,S,1,survival,0.13,0.39,-0.02,NA,734,"male, large",Smith,1990,Evolution,44(4):832-842,MCS01,
Pyrenestes ostrinus,vert,L,1,1,1,PC,PC1 (MO),7,S,1,survival,NA,NA,0.01,NA,734,"male, large",Smith,1990,Evolution,44(4):832-842,MCS01,
Pyrenestes ostrinus,vert,L,1,1,1,PC,PC2 (MO),7,S,1,survival,NA,NA,-0.17,NA,734,"male, large",Smith,1990,Evolution,44(4):832-842,MCS01,
Uta palmeri,vert,L,1,1,1,MO,SVL,6,M,1,copulation rate,NA,NA,0.548,NA,33,3yr old males,Hews,1990,Evolution,44(8):1956-1966,MCS02,
Uta palmeri,vert,L,1,1,1,MO,mass,6,M,1,copulation rate,NA,NA,0.745,NA,33,3yr old males,Hews,1990,Evolution,44(8):1956-1966,MCS02,
Uta palmeri,vert,L,1,1,1,MO,head width,6,M,1,copulation rate,NA,NA,0.293,NA,33,3yr old males,Hews,1990,Evolution,44(8):1956-1966,MCS02,
Uta palmeri,vert,L,1,1,1,MO,jaw length,6,M,1,copulation rate,-0.722,0.432,0.333,NA,33,3yr old males,Hews,1990,Evolution,44(8):1956-1966,MCS02,
Uta palmeri,vert,L,1,1,1,MO,head depth,6,M,1,copulation rate,1.144,0.47,0.614,NA,33,3yr old males,Hews,1990,Evolution,44(8):1956-1966,MCS02,
Uta palmeri,vert,L,1,1,1,BE,territory quality,6,M,1,copulation rate,1.031,0.394,0.741,NA,33,3yr old males,Hews,1990,Evolution,44(8):1956-1966,MCS02,
Uta palmeri,vert,L,1,1,1,PC,PC1 (MO+BE),6,M,1,copulation rate,-0.078,NA,NA,NA,33,3yr old males,Hews,1990,Evolution,44(8):1956-1966,MCS02,
Uta palmeri,vert,L,1,1,1,PC,PC2 (MO+BE),6,M,1,copulation rate,1.237,NA,NA,NA,33,3yr old males,Hews,1990,Evolution,44(8):1956-1966,MCS02,
Uta palmeri,vert,L,1,1,1,PC,PC3 (MO+BE),6,M,1,copulation rate,1.075,NA,NA,NA,33,3yr old males,Hews,1990,Evolution,44(8):1956-1966,MCS02,
Ipomopsis aggregata,plant,L,1,7,1,MO,corolla width,4,M,2,"visitation rate, pollen exported",NA,NA,-0.09,NA,18,NA,Campbell et al.,1991,Evolution,45(6):1458-1467,MCS03,
Ipomopsis aggregata,plant,L,1,7,2,MO,corolla width,4,M,2,"visitation rate, pollen exported",NA,NA,0.18,NA,18,NA,Campbell et al.,1991,Evolution,45(6):1458-1467,MCS03,
Ipomopsis aggregata,plant,L,1,7,3,MO,corolla width,4,M,2,"visitation rate, pollen exported",NA,NA,0.36,NA,20,NA,Campbell et al.,1991,Evolution,45(6):1458-1467,MCS03,
Ipomopsis aggregata,plant,L,1,7,4,MO,corolla width,4,M,2,"visitation rate, pollen exported",NA,NA,0.02,NA,10,NA,Campbell et al.,1991,Evolution,45(6):1458-1467,MCS03,
Ipomopsis aggregata,plant,L,1,7,5,MO,corolla width,4,M,2,"visitation rate, pollen exported",NA,NA,0.64,NA,20,NA,Campbell et al.,1991,Evolution,45(6):1458-1467,MCS03,
Ipomopsis aggregata,plant,L,1,7,6,MO,corolla width,4,M,2,"visitation rate, pollen exported",NA,NA,0.27,NA,20,NA,Campbell et al.,1991,Evolution,45(6):1458-1467,MCS03,
Ipomopsis aggregata,plant,L,1,7,7,MO,corolla width,4,M,2,"visitation rate, pollen exported",NA,NA,0.21,NA,18,NA,Campbell et al.,1991,Evolution,45(6):1458-1467,MCS03,
Chamaecrista fasciculata,plant,L,2,2,1,MO,number of leaves in july,3,S,2,survival from flowering to fruit maturation,0.017,0.012,NA,NA,97,NA,Kelly,1992,Evolution,46(6):1658-1673,MCS04,
Chamaecrista fasciculata,plant,L,2,2,1,LH,survival from flowering to fruit maturation: date of initial flowering,3,S,2,survival from flowering to fruit maturation,-0.002,0.008,NA,NA,97,NA,Kelly,1992,Evolution,46(6):1658-1673,MCS04,
Chamaecrista fasciculata,plant,L,2,2,1,MO,number of leaves in july,3,F,2,seed production,0.24,0.002,NA,NA,80,NA,Kelly,1992,Evolution,46(6):1658-1673,MCS04,
Chamaecrista fasciculata,plant,L,2,2,1,LH,date of initial flowering,3,F,2,seed production,-0.02,0.017,NA,NA,80,NA,Kelly,1992,Evolution,46(6):1658-1673,MCS04,
Chamaecrista fasciculata,plant,L,2,2,1,LH,date of initial fruit maturation,3,F,2,seed production,-0.002,0.02,NA,NA,80,NA,Kelly,1992,Evolution,46(6):1658-1673,MCS04,
Chamaecrista fasciculata,plant,L,2,2,2,MO,number of leaves in july,3,S,2,survival from flowering to fruit maturation,-0.002,0.025,NA,NA,68,NA,Kelly,1992,Evolution,46(6):1658-1673,MCS04,
Chamaecrista fasciculata,plant,L,2,2,2,LH,date of initial flowering,3,S,2,survival from flowering to fruit maturation,-0.001,0.012,NA,NA,68,NA,Kelly,1992,Evolution,46(6):1658-1673,MCS04,
Chamaecrista fasciculata,plant,L,2,2,2,MO,number of leaves in july,3,F,2,seed production,0.25,0.046,NA,NA,54,NA,Kelly,1992,Evolution,46(6):1658-1673,MCS04,
Chamaecrista fasciculata,plant,L,2,2,2,LH,date of initial flowering,3,F,2,seed production,0.047,0.02,NA,NA,54,NA,Kelly,1992,Evolution,46(6):1658-1673,MCS04,
Chamaecrista fasciculata,plant,L,2,2,2,LH,date of initial fruit maturation,3,F,2,seed production,-0.052,0.015,NA,NA,54,NA,Kelly,1992,Evolution,46(6):1658-1673,MCS04,
Chamaecrista fasciculata,plant,L,2,2,3,LH,date of emergence,5,S,5,survival from emergence to establishment,0.027,0.01,NA,NA,926,NA,Kelly,1992,Evolution,46(6):1658-1673,MCS04,
Chamaecrista fasciculata,plant,L,2,2,3,LH, date of emergence,5,S,5,survival from establishment to juvenile,-0.002,0.007,NA,NA,554,NA,Kelly,1992,Evolution,46(6):1658-1673,MCS04,
Chamaecrista fasciculata,plant,L,2,2,3,MO,height in june,5,S,5,survival from establishment to juvenile,0.074,0.012,NA,NA,554,NA,Kelly,1992,Evolution,46(6):1658-1673,MCS04,
Chamaecrista fasciculata,plant,L,2,2,3,LH, date of emergence,5,S,5,survival from juvenile to flowering,0.01,0.009,NA,NA,438,NA,Kelly,1992,Evolution,46(6):1658-1673,MCS04,
Chamaecrista fasciculata,plant,L,2,2,3,MO,height in june,5,S,5,survival from juvenile to flowering,0.023,0.015,NA,NA,438,NA,Kelly,1992,Evolution,46(6):1658-1673,MCS04,
Chamaecrista fasciculata,plant,L,2,2,3,MO,number of leaves in july,5,S,5,survival from juvenile to flowering,0.121,0.015,NA,NA,438,NA,Kelly,1992,Evolution,46(6):1658-1673,MCS04,
Chamaecrista fasciculata,plant,L,2,2,3,LH,date of emergence,5,S,5,survival from flowering to fruit maturation,0.006,0.02,NA,NA,328,NA,Kelly,1992,Evolution,46(6):1658-1673,MCS04,
Chamaecrista fasciculata,plant,L,2,2,3,MO, height in june,5,S,5,survival from flowering to fruit maturation,-0.026,0.028,NA,NA,328,NA,Kelly,1992,Evolution,46(6):1658-1673,MCS04,
Chamaecrista fasciculata,plant,L,2,2,3,MO,number of leaves in july,5,S,5,survival from flowering to fruit maturation,0.043,0.035,NA,NA,328,NA,Kelly,1992,Evolution,46(6):1658-1673,MCS04,
Chamaecrista fasciculata,plant,L,2,2,3,LH,date of initial flowering,5,S,5,survival from flowering to fruit maturation,-0.033,0.007,NA,NA,328,NA,Kelly,1992,Evolution,46(6):1658-1673,MCS04,
Chamaecrista fasciculata,plant,L,2,2,3,LH,date of emergence,5,F,5,seed production,0.003,0.055,NA,NA,178,NA,Kelly,1992,Evolution,46(6):1658-1673,MCS04,
Chamaecrista fasciculata,plant,L,2,2,3,MO,height in june,5,F,5,seed production,0.05,0.083,NA,NA,178,NA,Kelly,1992,Evolution,46(6):1658-1673,MCS04,
Chamaecrista fasciculata,plant,L,2,2,3,MO,number of leaves in july,5,F,5,seed production,0.468,0.109,NA,NA,178,NA,Kelly,1992,Evolution,46(6):1658-1673,MCS04,
Chamaecrista fasciculata,plant,L,2,2,3,LH,date of initial flowering,5,F,5,seed production,0.046,0.03,NA,NA,178,NA,Kelly,1992,Evolution,46(6):1658-1673,MCS04,
Chamaecrista fasciculata,plant,L,2,2,3,LH,date of initial fruit maturation,5,F,5,seed production,-0.11,0.028,NA,NA,178,NA,Kelly,1992,Evolution,46(6):1658-1673,MCS04,
Chamaecrista fasciculata,plant,L,2,2,4,LH,date of emergence,2,S,2,survival from emergence to establishment: ,-0.01,0.006,NA,NA,625,NA,Kelly,1992,Evolution,46(6):1658-1673,MCS04,
Chamaecrista fasciculata,plant,L,2,2,4,LH,date of emergence,2,S,2,survival from establishment to juvenile,-0.045,0.016,NA,NA,522,NA,Kelly,1992,Evolution,46(6):1658-1673,MCS04,
Chamaecrista fasciculata,plant,L,2,2,4,MO, height in june,2,S,2,survival from establishment to juvenile,-0.011,0.02,NA,NA,522,NA,Kelly,1992,Evolution,46(6):1658-1673,MCS04,
Lobelia siphilitica,plant,L,1,1,1,LH,flower #,6,F,1,seed number,0.86,NA,1.17,NA,296,NA,Johnston,1991,Evolution,45(6):1468-1479,MCS05,
Lobelia siphilitica,plant,L,1,1,1,LH,mean # flowers/day,6,F,1,seed number,0.3,NA,1,NA,296,NA,Johnston,1991,Evolution,45(6):1468-1479,MCS05,
Lobelia siphilitica,plant,L,1,1,1,MO,height,6,F,1,seed number,0.27,NA,0.89,NA,296,NA,Johnston,1991,Evolution,45(6):1468-1479,MCS05,
Lobelia siphilitica,plant,L,1,1,1,LH,flowering span,6,F,1,seed number,-0.13,NA,0.62,NA,296,NA,Johnston,1991,Evolution,45(6):1468-1479,MCS05,
Lobelia siphilitica,plant,L,1,1,1,LH,median-flower date,6,F,1,seed number,-0.16,NA,-0.098,NA,296,NA,Johnston,1991,Evolution,45(6):1468-1479,MCS05,
